property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
NA,保利新武昌,白沙洲,192,18798,3,2,102.14,东南,NA,精装,低楼层,34,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,阳光100大湖第,藏龙岛,139,12139,3,2,114.51,西南,NA,精装,高楼层,25,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,保利海上五月花一期,庙山,134.5,11245,4,2,119.61,南,NA,毛坯,中楼层,24,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,万科魅力之城北区,金融港,157,17725,3,2,88.58,南,NA,精装,低楼层,11,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,安顺家园,楚河汉街,420,32466,3,2,129.37,南,NA,精装,高楼层,18,2008,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,东方花城,古田,155,14514,3,2,106.8,南,NA,精装,高楼层,6,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,伟业佳苑,老南湖,249,27536,3,1,90.43,南,NA,精装,中楼层,18,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,保利清能西海岸,藏龙岛,141,15776,3,2,89.38,南,NA,精装,中楼层,9,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,鹦鹉花园樱花园,钟家村,177,17558,3,2,100.81,北,NA,简装,低楼层,8,2000,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,21
NA,雅丰园,古田,130,13690,2,2,94.96,南,NA,精装,高楼层,6,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,联泰外滩领馆,青山,258,20206,3,2,127.69,南,NA,简装,高楼层,35,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,保利心语三期,珞狮南路,163,17803,3,2,91.56,南,NA,精装,中楼层,11,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,金地澜菲溪岸,四新,158,17251,3,2,91.59,南,NA,精装,低楼层,33,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,城市印象,武昌火车站,191,15719,3,1,121.51,南,NA,精装,高楼层,18,2005,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,泰然南湖玫瑰湾三期,珞狮南路,280,21797,4,2,128.46,南,NA,精装,中楼层,33,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,城市之光,光谷东,186,16003,3,2,116.23,南,NA,精装,高楼层,18,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,恒大御景湾,钟家村,181,20231,3,2,89.47,南,NA,精装,高楼层,46,2016,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,复地悦城一期西区,白沙洲,155,16746,3,2,92.56,南,NA,精装,高楼层,34,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,当代卡梅尔小镇,金融港,172,14268,3,2,120.55,南,NA,毛坯,中楼层,6,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,新世纪花园A区,徐东,190.5,18369,3,2,103.71,东,NA,精装,中楼层,11,2002,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,保利心语七期,珞狮南路,174.8,20083,3,2,87.04,南,NA,毛坯,中楼层,24,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,阳光城十里新城,王家湾,174.8,18224,3,2,95.92,南,NA,毛坯,低楼层,32,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,城投瀚城,卓刀泉,370,26469,3,2,139.79,南,NA,毛坯,低楼层,11,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,恒大首府,积玉桥,296,28272,3,2,104.7,北,NA,精装,高楼层,38,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,碧桂园生态城左岸,光谷东,168,16059,3,2,104.62,南,NA,精装,中楼层,33,2017,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,福星惠誉红桥城,堤角,200,17178,3,2,116.43,西南,NA,精装,高楼层,36,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,天成美雅,光谷东,239,24857,3,2,96.15,南,NA,精装,低楼层,32,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,广电江湾新城,古田,215,19691,3,2,109.19,南,NA,精装,高楼层,32,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,世茂锦绣长江五期,钟家村,320,26984,3,2,118.59,南,NA,精装,中楼层,55,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,航天兴隆国际,金银湖,120,13930,2,2,86.15,南,NA,精装,高楼层,30,2014,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,金地中心城,关西长职,251,21186,3,2,118.48,南,NA,精装,高楼层,32,2010,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,东方明珠,后湖,174.8,18845,2,2,92.76,南,NA,精装,低楼层,16,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,新世界汇豪邸,武广万松园,435,28795,3,2,151.07,南,NA,简装,中楼层,26,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,联投龙湾一期,文化大道,151,11424,3,2,132.18,南,NA,精装,高楼层,33,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,东湖熙园,楚河汉街,299.8,19778,3,2,151.59,南,NA,精装,低楼层,24,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,清江山水,民族大道,247,23139,3,2,106.75,南,NA,精装,高楼层,33,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,南航小区,长港路,101,13735,2,2,73.54,南,NA,简装,中楼层,7,1998,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,23
NA,当代安普顿小镇,三环南,225,23511,3,2,95.7,东,NA,精装,中楼层,6,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,世纪彩城,沙湖,272,21959,3,2,123.87,东南,NA,精装,中楼层,12,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,卧龙丽景湾三期,金银湖,149,16416,3,2,90.77,南,NA,精装,中楼层,28,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,城投瀚城,卓刀泉,220,21753,3,2,101.14,南,NA,简装,中楼层,32,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,常青花园三区,常青花园,112,15018,3,1,74.58,南,NA,简装,高楼层,6,1999,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,22
NA,金涛翰林苑,二七,105,14280,2,1,73.53,南,NA,简装,高楼层,18,2009,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,中民长青里,古田,166,17087,3,2,97.15,南,NA,精装,高楼层,18,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,天梨豪园,长港路,165,19056,3,2,86.59,南,NA,精装,高楼层,11,2005,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,楚天都市金园,长丰常码头,142,18117,2,2,78.38,南,NA,精装,中楼层,11,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,同鑫花园,后湖,148,16063,2,2,92.14,南,NA,简装,低楼层,11,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,亿达云山湖,光谷东,158,16497,3,2,95.78,南,NA,毛坯,中楼层,15,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,汉口城市广场,后湖,318,24583,3,2,129.36,南,NA,精装,中楼层,33,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,幸福人家北苑,后湖,143,14398,3,2,99.32,南,NA,简装,低楼层,6,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,保利心语二期,珞狮南路,181.8,16052,3,2,113.26,南,NA,精装,高楼层,11,2007,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,中城悦城二期,CBD西北湖,281.9,29146,3,2,96.72,南,NA,精装,高楼层,44,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,青城阳光,青山,156,13932,3,2,111.98,南,NA,精装,高楼层,26,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,金地格林小城莱茵区,新南湖,370,25000,4,2,148,南,NA,精装,中楼层,18,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,沿海翡丽公馆,金银湖,101,10660,3,2,94.75,南,NA,毛坯,低楼层,34,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,国际百纳,塔子湖,238,22929,3,1,103.8,南,NA,精装,高楼层,33,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,蔡家田B区（阳电里）,唐家墩,135,17671,3,1,76.4,南,NA,精装,低楼层,8,2003,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,华锦花园四期,南湖沃尔玛,320,27014,3,2,118.46,北,NA,精装,中楼层,6,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,金地澜菲溪岸,四新,224,17700,3,2,126.56,南,NA,毛坯,高楼层,34,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,水域天际,南湖沃尔玛,430,30536,4,2,140.82,南,NA,精装,低楼层,6,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,红鑫佳园,武昌火车站,210,19993,3,1,105.04,南,NA,简装,中楼层,6,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,珩生领袖城,盘龙城,96,9499,3,2,101.07,南,NA,精装,高楼层,11,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,福星惠誉汉阳城,钟家村,258,21780,3,2,118.46,南,NA,毛坯,中楼层,55,2015,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,汉口花园怡菊院,塔子湖,188,16020,3,2,117.36,南,NA,毛坯,中楼层,18,2008,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,锦绣龙城,民族大道,200,15850,3,2,126.19,南,NA,简装,高楼层,11,2009,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,恒大城,金银湖,103,11177,2,2,92.16,南,NA,精装,高楼层,18,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,佳兆业金域天下三期,白沙洲,170,19416,3,2,87.56,南,NA,毛坯,高楼层,34,2015,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,统建同安家园,后湖,238,17129,3,2,138.95,南,NA,精装,高楼层,34,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,人和公寓,二七,100,17609,2,1,56.79,东南,NA,精装,高楼层,23,2012,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,越秀国际金融汇,武广万松园,376,36357,3,2,103.42,北,NA,精装,高楼层,32,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,瑞湖天地,珞狮南路,142,15084,3,2,94.14,南,NA,精装,低楼层,18,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,长投海德公园,塔子湖,285,20878,3,1,136.51,东,NA,精装,高楼层,33,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,亿达云山湖,光谷东,162,14936,3,2,108.47,南,NA,毛坯,低楼层,11,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,光谷地产湾郡,三环南,218,17410,3,2,125.22,南,NA,毛坯,高楼层,18,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,宝安璞园二期,南湖沃尔玛,209.98,22667,3,2,92.64,南,NA,简装,中楼层,11,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,顺驰泊林四期,金银湖,130,9062,3,2,143.47,南,NA,毛坯,中楼层,11,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,长城坐标城九期,关山大道,260,27101,3,1,95.94,南,NA,精装,中楼层,33,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,江城华庭,武广万松园,165,21277,2,1,77.55,南,NA,精装,低楼层,9,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,钢都花园125街坊,青山,145,15315,3,2,94.68,南,NA,简装,低楼层,6,2002,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,名都花园,卓刀泉,278,19136,3,1,145.28,南,NA,精装,中楼层,11,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,名城8090,文化大道,118,13246,3,2,89.09,南,NA,精装,高楼层,18,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,国采光立方,光谷东,345,27286,3,2,126.44,南,NA,毛坯,高楼层,9,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,云顶居,民族大道,255,12866,6,2,198.2,东,NA,简装,高楼层,4,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,保利心语九期,珞狮南路,212,19692,3,2,107.66,南,NA,精装,高楼层,33,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,银泰御华园一期,百步亭,200,21322,2,2,93.8,东南,NA,精装,低楼层,32,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,锦绣人家,长港路,160,13741,4,1,116.44,南,NA,简装,高楼层,12,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,保利公园九里一期,老南湖,181,19326,3,2,93.66,南,NA,简装,高楼层,33,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,紫崧珞狮花园,珞狮南路,245,16719,4,2,146.54,南,NA,精装,低楼层,18,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,金地格林春岸,金银湖,101,12322,2,2,81.97,南,NA,精装,低楼层,32,2011,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,卧龙墨水湖边,四新,137,15833,3,2,86.53,南,NA,精装,低楼层,34,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,保利清能西海岸南区,藏龙岛,135,13589,3,2,99.35,南,NA,毛坯,低楼层,27,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,蓝光COCO时代,华科大,179,20865,3,1,85.79,南,NA,精装,中楼层,30,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,歌林花园三期林语境,盘龙城,120,12073,3,2,99.4,南,NA,精装,高楼层,32,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,汉口花园淡莲轩,塔子湖,186,16071,3,2,115.74,南,NA,精装,高楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,富丽金澜湾,庙山,115.1,11762,3,1,97.86,南,NA,精装,中楼层,26,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,光谷中心花园,光谷广场,230,16547,4,2,139,南,NA,简装,中楼层,33,2005,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,香杉花园,二七,320,21809,3,2,146.73,南,NA,精装,中楼层,12,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,中谷苑,民族大道,189,16511,3,2,114.47,南,NA,毛坯,中楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,沿海丽水佳园,金银湖,142,14436,3,2,98.37,南,NA,精装,高楼层,9,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,统建新干线,堤角,159.5,18349,3,2,86.93,南,NA,毛坯,高楼层,33,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,恒大龙城,盘龙城,106,9595,3,2,110.48,南,NA,精装,中楼层,11,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,万科高尔夫城市花园,金银湖,288,15849,4,2,181.72,南,NA,其他,低楼层,11,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,绿地汉口中心,塔子湖,188,19606,3,2,95.89,南,NA,毛坯,高楼层,32,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,润帝嘉园B区,七里庙,142,13441,3,2,105.65,南,NA,精装,中楼层,6,2003,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,国税局宿舍(武昌),楚河汉街,498,25863,4,2,192.56,南,NA,简装,低楼层,24,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,中建南湖壹号,珞狮南路,259,23647,3,2,109.53,南,NA,毛坯,低楼层,42,2017,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,广电花园,楚河汉街,170,16179,3,2,105.08,南,NA,精装,高楼层,8,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,银泰御华园二期,百步亭,132,26759,2,1,49.33,南,NA,精装,中楼层,32,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,武泰闸花园小区,白沙洲,120,8958,4,2,133.97,西南,NA,毛坯,高楼层,7,1998,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,23
NA,保利中央公馆,新南湖,235,25417,3,1,92.46,南,NA,精装,高楼层,34,2015,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,人信汇一期,王家湾,137,16477,3,2,83.15,南,NA,简装,高楼层,30,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,联投金色港湾,沌口,190,15941,3,2,119.19,南,NA,精装,低楼层,30,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,大华铂金华府,青山,200,22117,3,1,90.43,南,NA,精装,中楼层,32,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,大华南湖公园世家二期,新南湖,246,22791,3,2,107.94,南,NA,简装,高楼层,6,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,银海华庭,水果湖,279,25993,3,2,107.34,南,NA,精装,高楼层,26,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,庭瑞新汉口,金银湖,126,15322,3,2,82.24,南,NA,毛坯,高楼层,34,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,奥山世纪城CC尚品,青山,172,17643,3,2,97.49,南,NA,简装,中楼层,29,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,中城时代五期,盘龙城,103,13101,3,2,78.62,东南,NA,精装,中楼层,11,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,鹦鹉花园玫瑰湖畔,钟家村,253,19278,3,2,131.24,东南,NA,简装,中楼层,6,2001,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,20
NA,顶琇国际城,唐家墩,180.2,19910,3,2,90.51,南,NA,精装,低楼层,48,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,中建开元公馆,青山,226,22698,3,2,99.57,南,NA,精装,中楼层,46,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,沿海赛洛城,金银湖,95,10343,3,1,91.85,南,NA,简装,高楼层,29,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,金地悦江时代骊湾区,古田,180,16812,3,2,107.07,南,NA,毛坯,高楼层,33,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,联通佳苑,金银湖,203,14397,4,2,141.01,南,NA,精装,低楼层,20,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,宝安璞园二期,南湖沃尔玛,206,22928,3,2,89.85,东南,NA,精装,中楼层,11,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,菩提苑一期,文化大道,165,13103,3,2,125.93,南,NA,毛坯,高楼层,33,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,F、雅园,盘龙城,90,9718,3,2,92.62,南,NA,精装,低楼层,18,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,万科金色城市18地块,白沙洲,130,15718,2,2,82.71,南,NA,精装,中楼层,28,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,巢上城锦园,盘龙城,123,11406,3,2,107.84,南,NA,精装,高楼层,17,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,金源世界中心,三阳路,176,21427,3,2,82.14,东,NA,精装,中楼层,26,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,开来银湖鑫城,金银湖,99,12200,2,2,81.15,南,NA,毛坯,高楼层,24,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,福星城北区,长港路,192,14829,3,2,129.48,东南,NA,简装,高楼层,46,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,梅苑小区二期,武昌火车站,134,18104,2,1,74.02,南,NA,简装,中楼层,7,1999,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,22
NA,金色港湾二期,沌口,155,12786,3,2,121.23,南,NA,精装,中楼层,11,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,外滩洞庭首府,前进江汉,144,21736,2,1,66.25,南,NA,简装,高楼层,12,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,剧院村,前进江汉,97,18876,2,1,51.39,东,NA,精装,低楼层,8,1998,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,23
NA,统建同安家园,后湖,160.8,16530,2,2,97.28,南,NA,精装,中楼层,11,2009,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,香奈天鹅湖,盘龙城,94,9645,3,2,97.46,南,NA,精装,低楼层,6,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,广电兰亭时代,四新,177,16049,3,2,110.29,南,NA,简装,低楼层,42,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,蓝光COCO时代,华科大,168,19583,3,1,85.79,南,NA,精装,低楼层,30,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,中铁世纪金桥,四新,158,17030,3,2,92.78,南,NA,精装,高楼层,39,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,歌林花园,盘龙城,126,9293,3,1,135.6,南,NA,简装,中楼层,18,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,汉街壹号公馆,楚河汉街,635,36964,3,2,171.79,南,NA,精装,低楼层,46,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,金地澜菲溪岸,四新,165,16779,3,2,98.34,南,NA,精装,中楼层,31,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,金地西岸故事,珞狮南路,167,17596,3,1,94.91,南,NA,精装,高楼层,33,2011,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,新长江香榭琴台,钟家村,179,18118,3,2,98.8,南,NA,精装,高楼层,18,2012,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,升华现代城,金银湖,128,9589,3,2,133.5,南,NA,精装,低楼层,10,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,华大家园,珞狮南路,280,16900,4,2,165.69,南,NA,毛坯,中楼层,18,2008,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,爱家皇家公馆,团结大道,286,20901,3,1,136.84,南,NA,精装,中楼层,27,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,保利心语一期,珞狮南路,249.9,17446,4,2,143.25,南,NA,毛坯,低楼层,25,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,尚湖熙园,塔子湖,186,20839,3,2,89.26,南,NA,精装,中楼层,28,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,光谷188国际社区,光谷东,278,24278,3,2,114.51,南,NA,精装,低楼层,32,2018,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,朗诗里程,光谷东,183,21771,3,2,84.06,南,NA,精装,高楼层,30,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,世茂锦绣长江五期,钟家村,295,24443,3,2,120.69,南,NA,精装,高楼层,54,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,恒大城,金银湖,107,11674,2,2,91.66,南,NA,精装,低楼层,33,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,保利清能西海岸南区,藏龙岛,150,14901,3,2,100.67,南,NA,精装,中楼层,27,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,翠林雅居,将军路,113,11377,3,2,99.33,南,NA,精装,中楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,金地天悦二期,关西长职,246,26427,3,2,93.09,南,NA,精装,中楼层,33,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,七里晴川,七里庙,136,13067,3,2,104.08,南,NA,精装,低楼层,6,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,纽宾凯汉city国际社区锦城,四新,242,17311,4,2,139.8,南,NA,简装,高楼层,34,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,万科高尔夫城市花园,金银湖,155,17477,3,2,88.69,南,NA,精装,高楼层,31,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,美联联邦生活区二期城仕,塔子湖,205,17446,3,2,117.51,南,NA,毛坯,高楼层,26,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,保利华都,虎泉杨家湾,335,32620,3,2,102.7,东南,NA,精装,高楼层,18,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,2008城市花园,长丰常码头,130,12040,3,2,107.98,南,NA,简装,低楼层,6,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,百瑞景中央生活区五期西区,中南丁字桥,264,27273,2,2,96.8,南,NA,精装,高楼层,45,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,青青美庐东区,后湖,185,15299,3,2,120.93,南,NA,精装,中楼层,7,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,中环星干线,常青路,139,16118,3,2,86.24,南,NA,精装,高楼层,28,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
