property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
小东门 二航设计院 1楼精准带暖气2居室出售,二航设计院,中南丁字桥,90,"12,350元/平",2室2厅 | 72.88平米 | 南 北 | 精装 | 低楼层(共5层) | 板楼,3人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
马房山理工大小高层中间楼层采光好满五唯一，看房方便,泓悦府,街道口,215,"20,830元/平",3室2厅 | 103.22平米 | 南 | 简装 | 中楼层(共10层) | 板楼,3人关注 / 1个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
一期离高架远，无任何噪音，老证精装，采光视野好,广电兰亭时代一期,四新,129,"14,456元/平",3室2厅 | 89.24平米 | 西南 | 精装 | 高楼层(共33层) | 板塔结合,0人关注 / 1个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
诚心出售，视野开阔，双地铁，临商圈，精装修老证,王家湾中央生活区,王家湾,150,"14,689元/平",3室2厅 | 102.12平米 | 南 北 | 精装 | 高楼层(共32层) | 板楼,10人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
黄鹤楼旁精致一居室出售，总价低，朝南向，诚心出售,九龙井小区,首义,54.8,"12,922元/平",1室1厅 | 42.41平米 | 南 | 简装 | 高楼层(共9层) | 板楼,1人关注 / 29天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
业主急售3号线地铁汉阳客运站边户三房得房率高,中环湖畔,沌口,118,"8,822元/平",3室2厅 | 133.76平米 | 南 | 精装 | 中楼层(共18层) | 板楼,0人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
店长推荐：蝴蝶户型，江景很好，户型方方正正，公摊小,世纪江尚,前进江汉,530,"28,446元/平",4室2厅 | 186.32平米 | 东南 南 | 精装 | 57层 | 塔楼,0人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
水仙里两房买一层有一层，，，，，，,水仙里社区,王家湾,56,"8,000元/平",2室1厅 | 70平米 | 南 北 | 简装 | 高楼层(共7层) | 板楼,1人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
广电精装两房，好楼层，视野开阔，采光好，带车位,广电兰亭时代二期,四新,105,"13,039元/平",2室1厅 | 80.53平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,1人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
全南大两房，楼层好，视野赞，采光好户型方正全南向,保利城一期,团结大道,143,"16,104元/平",2室2厅 | 88.8平米 | 南 北 | 精装 | 低楼层(共34层) | 板塔结合,0人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
新二环 复地悦城 采光好 进口居家装修拎包入住,复地悦城二期,白沙洲,126,"16,225元/平",2室1厅 | 77.66平米 | 南 | 精装 | 低楼层(共34层) | 板楼,1人关注 / 16天以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
急售人信汇四期 老证 小三房 楼层好 随时看房,人信汇四期天誉,王家湾,145,"16,444元/平",3室2厅 | 88.18平米 | 南 | 精装 | 高楼层(共46层) | 板塔结合,4人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
水域优质大三房 南北通透 电梯中高楼层 可拎包入住,水域天际,南湖沃尔玛,326,"28,683元/平",3室2厅 | 113.66平米 | 南 北 | 精装 | 高楼层(共11层) | 塔楼,4人关注 / 27天以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
此房满二老证，繁华商圈 精装两房，高楼层，视野好,瑞园小区,钟家村,82,"10,084元/平",2室1厅 | 81.32平米 | 南 | 精装 | 高楼层(共33层) | 塔楼,1人关注 / 24天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
逸居苑的大三房，面积段适中，客户的好选择，急卖急卖,逸居苑,徐东,118,"11,101元/平",3室2厅 | 106.3平米 | 南 北 | 简装 | 中楼层(共7层) | 板楼,2人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
楼栋无遮挡，小高层，得房很高，老证无增值税。,尚湖熙园,塔子湖,148,"16,769元/平",3室2厅 | 88.26平米 | 南 | 其他 | 高楼层(共16层) | 板楼,1人关注 / 15天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
阳光花园益康苑 精装老证边户 有车位 红领巾+一初,阳光花园益康苑,长港路,227,"16,361元/平",3室2厅 | 138.75平米 | 南 | 精装 | 中楼层(共7层) | 板楼,0人关注 / 16天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
江汉路武汉关，朝南阳光好，精装婚房装修，拎包入住,世纪江尚,前进江汉,410,"25,775元/平",3室2厅 | 159.07平米 | 南 北 | 精装 | 57层 | 塔楼,7人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
望光谷东，享四大生态公园，临光谷东地下集市,绿地国际理想城三期,光谷南,175,"14,692元/平",3室2厅 | 119.12平米 | 南 北 | 简装 | 低楼层(共33层) | 板楼,1人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
此满五唯一税费少，居家装修，客厅主卧朝南，高楼层。,阳光上城,老南湖,130,"16,582元/平",2室1厅 | 78.4平米 | 南 | 其他 | 高楼层(共32层) | 板楼,1人关注 / 18天以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
视野宽阔，采光充足，通透户型，交通便利,徐家棚街长轮社区,沙湖,72,"12,672元/平",2室1厅 | 56.82平米 | 南 北 | 其他 | 高楼层(共7层) | 板楼,0人关注 / 7天以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
光谷满庭春 集中供暖 毛坯两房 满二,光谷满庭春MOMA,光谷东,117,"13,497元/平",2室1厅 | 86.69平米 | 南 | 毛坯 | 高楼层(共34层) | 板楼,0人关注 / 19天以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
不邻三环/湖景中层/纯边户/业主要深圳买房急售,天祥尚府,三环南,210,"16,999元/平",4室2厅 | 123.54平米 | 南 北 | 毛坯 | 中楼层(共34层) | 塔楼,0人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
新上房源，自住精装，楼层好，采光好，南北通透大三房,福星惠誉榜YOUNG,百步亭,165,"16,273元/平",3室2厅 | 101.4平米 | 南 北 | 精装 | 中楼层(共39层) | 塔楼,0人关注 / 14天以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
次新小区 人车分流 无遮挡 首付15个,阳光佳苑,庙山,72,"7,118元/平",3室2厅 | 101.16平米 | 东南 西北 | 毛坯 | 低楼层(共33层) | 板塔结合,0人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
融侨华府，纯毛坯没住过人！地铁口,融侨华府,积玉桥,290,"23,016元/平",3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共34层) | 板塔结合,2人关注 / 11天以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
前排老证 满五唯一 中高楼 环保装修,电建地产盛世江城,长港路,288,"23,189元/平",3室2厅 | 124.2平米 | 南 北 | 其他 | 中楼层(共42层) | 板楼,0人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
大区推荐 金典大三房 南北通透 业主急售,新长江香榭琴台,钟家村,169,"14,277元/平",3室2厅 | 118.38平米 | 南 北 | 简装 | 低楼层(共33层) | 塔楼,2人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
此房满两年 ，户型方正，采光好！中高楼层 精装修,保利清能西海岸南区,藏龙岛,126,"11,516元/平",3室2厅 | 109.42平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
江印精装三房 全新装修 采光通风好,江印,百步亭,198,"18,632元/平",3室2厅 | 106.27平米 | 南 北 | 其他 | 低楼层(共33层) | 暂无数据,0人关注 / 19天以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
此房满两年 ，户型方正，采光好！中高楼层 精装修,保利清能西海岸南区,藏龙岛,126,"11,516元/平",3室2厅 | 109.42平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
店长推荐好房 带露台，精装修 户型好 满二,鼎鑫摩卡小镇,盘龙城,76,"7,061元/平",3室1厅 | 107.64平米 | 南 | 精装 | 低楼层(共18层) | 板楼,0人关注 / 25天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
东立国际 朝南精装修大一房 明厨明卫 老证,东立国际,二七,74,"15,749元/平",1室1厅 | 46.99平米 | 南 | 精装 | 低楼层(共18层) | 塔楼,5人关注 / 31天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
此满五唯一税费少，居家装修，客厅主卧朝南，高楼层。,阳光上城,老南湖,130,"16,582元/平",2室1厅 | 78.4平米 | 南 | 其他 | 高楼层(共32层) | 板楼,1人关注 / 18天以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
视野宽阔，采光充足，通透户型，交通便利,徐家棚街长轮社区,沙湖,72,"12,672元/平",2室1厅 | 56.82平米 | 南 北 | 其他 | 高楼层(共7层) | 板楼,0人关注 / 7天以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
三和剑桥城 电梯2两房 业主急卖,三和剑桥城,蔡甸城区,55,"6,662元/平",2室2厅 | 82.57平米 | 南 | 其他 | 中楼层(共33层) | 板楼,0人关注 / 21天以前发布,近地铁,房本满两年,NA,NA,NA,2024-01-31
光谷满庭春 集中供暖 毛坯两房 满二,光谷满庭春MOMA,光谷东,117,"13,497元/平",2室1厅 | 86.69平米 | 南 | 毛坯 | 高楼层(共34层) | 板楼,0人关注 / 19天以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
望光谷东，享四大生态公园，临光谷东地下集市,绿地国际理想城三期,光谷南,175,"14,692元/平",3室2厅 | 119.12平米 | 南 北 | 简装 | 低楼层(共33层) | 板楼,1人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
次新小区 人车分流 无遮挡 首付15个,阳光佳苑,庙山,72,"7,118元/平",3室2厅 | 101.16平米 | 东南 西北 | 毛坯 | 低楼层(共33层) | 板塔结合,0人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
大区推荐 金典大三房 南北通透 业主急售,新长江香榭琴台,钟家村,169,"14,277元/平",3室2厅 | 118.38平米 | 南 北 | 简装 | 低楼层(共33层) | 塔楼,2人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
前排老证 满五唯一 中高楼 环保装修,电建地产盛世江城,长港路,288,"23,189元/平",3室2厅 | 124.2平米 | 南 北 | 其他 | 中楼层(共42层) | 板楼,0人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
武汉侨亚海韵假日小区 4室2厅 南,武汉侨亚海韵假日小区,中法生态城,59,"3,715元/平",4室2厅 | 158.84平米 | 南 | 其他 | 低楼层(共6层) | 板楼,0人关注 / 7天以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
关山正轴 广信万汇城 万科物业 满2 视野好 看房方便,广信万汇城,庙山,105,"10,773元/平",3室2厅 | 97.47平米 | 南 北 | 精装 | 中楼层(共27层) | 板塔结合,2人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
自住装修，房子保养非 常好，户型通透,万科紫悦湾,光谷东,115,"12,358元/平",3室1厅 | 93.06平米 | 南 北 | 其他 | 低楼层(共28层) | 板楼,1人关注 / 2个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
恒大名都精装三房，带入户花园，通风透气，近万达,恒大名都,盘龙城,95,"7,584元/平",3室2厅 | 125.28平米 | 南 | 精装 | 32层 | 板楼,0人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
此房精修修，总价低，首付低，流程快，离地铁口近,当代国际花园四期,金融港,93,"24,397元/平",1室1厅 | 38.12平米 | 南 | 其他 | 低楼层(共8层) | 塔楼,0人关注 / 8天以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
宝安璞园三期 3室1厅 南,宝安璞园三期,南湖沃尔玛,150,"16,992元/平",3室1厅 | 88.28平米 | 南 | 其他 | 中楼层(共15层) | 板楼,2人关注 / 5天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
你要的东湖风景区旁中间楼层百万内两房来了,东亭花园,东湖东亭,92,"12,072元/平",2室2厅 | 76.21平米 | 南 | 其他 | 中楼层(共7层) | 板楼,1人关注 / 16天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
五里墩地铁口 中铁金桥璟园 正规三室二厅,中国中铁金桥璟园,七里庙,131.5,"14,993元/平",3室2厅 | 87.71平米 | 南 | 毛坯 | 中楼层(共30层) | 板楼,1人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
7号线地铁口通透大三房 无户口 不临街中间楼层随时看,新世纪宝安花园,老南湖,259,"21,905元/平",3室1厅 | 118.24平米 | 南 北 | 简装 | 中楼层(共6层) | 板楼,0人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
二七滨江百步亭四开间朝南阳光充足 拎包入住,现代城三区,百步亭,426,"23,975元/平",4室1厅 | 177.69平米 | 东南 | 精装 | 低楼层(共32层) | 板塔结合,0人关注 / 21天以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
金地大两房 满二 居家装修 诚心出售,金地艺境,金融港,125,"14,107元/平",2室1厅 | 88.61平米 | 南 | 其他 | 中楼层(共34层) | 板楼,3人关注 / 11天以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
中高楼层，采光充足，老证，无欠款无抵押,龙江庭苑A区,钟家村,83,"10,881元/平",2室2厅 | 76.28平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,1人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
"绿水花园，精装修，南北通透,满五唯一。",青山绿水花园,青山,70,"8,692元/平",2室1厅 | 80.54平米 | 南 北 | 精装 | 高楼层(共11层) | 板楼,0人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
新上房源，自住精装，楼层好，采光好，南北通透大三房,福星惠誉榜YOUNG,百步亭,165,"16,273元/平",3室2厅 | 101.4平米 | 南 北 | 精装 | 中楼层(共39层) | 塔楼,0人关注 / 14天以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
世纪江尚四室两厅 精装修 老证 户型通透 朝南采光好,世纪江尚,前进江汉,460,"24,776元/平",4室2厅 | 185.67平米 | 南 | 精装 | 中楼层(共57层) | 塔楼,1人关注 / 18天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
常青二垸，朝南精装品字两房大阳台，诚心出售随时看房,常青二垸,杨汊湖,69,"11,992元/平",2室1厅 | 57.54平米 | 南 | 精装 | 中楼层(共5层) | 板楼,6人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
急售东湖边双地铁有天然气4.5层高朝南户型好,东湖城拾光,东湖东亭,54,"10,292元/平",2室2厅 | 52.47平米 | 南 | 其他 | 高楼层(共22层) | 板塔结合,8人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
二环边人信汇商圈龙阳湖旁稀有精装小三房,龙阳熙苑,王家湾,99,"11,814元/平",3室1厅 | 83.8平米 | 南 | 其他 | 低楼层(共45层) | 板塔结合,3人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
保利品牌物业，临湖住宅，得房率好，业主诚售,保利海上五月花一期,庙山,72,"8,316元/平",3室2厅 | 86.59平米 | 南 | 其他 | 中楼层(共24层) | 板楼,2人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
常青二垸，朝南精装品字两房大阳台，诚心出售随时看房,常青二垸,杨汊湖,69,"11,992元/平",2室1厅 | 57.54平米 | 南 | 精装 | 中楼层(共5层) | 板楼,6人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
汉街旁，园林式小区，集中供暖，居家装修可拎包入住,东湖1号,中北路,272,"29,773元/平",3室2厅 | 91.36平米 | 东南 北 | 精装 | 低楼层(共33层) | 板塔结合,2人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
保利品牌物业，临湖住宅，得房率好，业主诚售,保利海上五月花一期,庙山,72,"8,316元/平",3室2厅 | 86.59平米 | 南 | 其他 | 中楼层(共24层) | 板楼,2人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
贝壳优选 带车位 全屋精装 保养好 诚心出售,电建地产盛世江城,长港路,285,"21,322元/平",3室2厅 | 133.67平米 | 西南 | 精装 | 高楼层(共42层) | 板楼,2人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
急售东湖边双地铁有天然气4.5层高朝南户型好,东湖城拾光,东湖东亭,54,"10,292元/平",2室2厅 | 52.47平米 | 南 | 其他 | 高楼层(共22层) | 板塔结合,8人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
二环边人信汇商圈龙阳湖旁稀有精装小三房,龙阳熙苑,王家湾,99,"11,814元/平",3室1厅 | 83.8平米 | 南 | 其他 | 低楼层(共45层) | 板塔结合,3人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
新一中旁，奥林园证满5，诚意出售,奥林园,纸坊,83,"8,644元/平",3室2厅 | 96.03平米 | 东 西 | 其他 | 高楼层(共4层) | 暂无数据,0人关注 / 28天以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
百瑞景 三期朝南大两房 居家精装 业主诚心出售,百瑞景中央生活区三期,中南丁字桥,192,"22,064元/平",2室1厅 | 87.02平米 | 东南 南 | 精装 | 高楼层(共34层) | 板楼,0人关注 / 18天以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
江印精装三房 全新装修 采光通风好,江印,百步亭,198,"18,632元/平",3室2厅 | 106.27平米 | 南 北 | 其他 | 低楼层(共33层) | 暂无数据,0人关注 / 19天以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
武昌二环，雄楚大道，70年产权住宅，有天然气带阳台,027社区,老南湖,42,"10,506元/平",1室1厅 | 39.98平米 | 南 北 | 其他 | 高楼层(共26层) | 塔楼,0人关注 / 12天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
八一花园，两房明厨明卫，中间好楼层，业主诚心出售,八一花园,关西长职,82,"10,097元/平",2室2厅 | 81.22平米 | 南 北 | 精装 | 低楼层(共33层) | 塔楼,0人关注 / 15天以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
融侨华府，纯毛坯没住过人！地铁口,融侨华府,积玉桥,290,"23,016元/平",3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共34层) | 板塔结合,2人关注 / 11天以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
东方明珠两房，中间楼层，老证，通透户型，带露台,东方明珠,后湖,118,"13,980元/平",2室1厅 | 84.41平米 | 南 | 简装 | 中楼层(共5层) | 板楼,2人关注 / 12天以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
西海岸南区 边户中间楼层无遮挡 满二 随时可以看房,保利清能西海岸南区,藏龙岛,122,"11,146元/平",3室1厅 | 109.46平米 | 南 | 毛坯 | 中楼层(共27层) | 板楼,0人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
丁字桥梦时代旁 低总价 近地铁 电梯小两房 看房方便,向阳佳苑A区,武昌火车站,65,"10,601元/平",2室1厅 | 61.32平米 | 西南 | 其他 | 低楼层(共35层) | 塔楼,3人关注 / 1个月以前发布,NA,NA,NA,随时看房,NA,2024-01-31
建二商圈 全新精装修 带暖气新风 满二 随时看房,中建开元公馆,青山,256,"23,299元/平",3室2厅 | 109.88平米 | 南 北 | 精装 | 高楼层(共34层) | 板楼,5人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
万科精装修拎包入住有密码随时可看 采光佳诚心出售,万科保利联投理想星光,黄家湖,110,"10,852元/平",3室2厅 | 101.37平米 | 南 | 精装 | 高楼层(共34层) | 板楼,0人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房边户带拐角飘窗，中间楼层采光好,保利拉菲,卓刀泉,132,"18,046元/平",2室1厅 | 73.15平米 | 南 | 其他 | 中楼层(共34层) | 板塔结合,1人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
店长推荐好房 带露台，精装修 户型好 满二,鼎鑫摩卡小镇,盘龙城,76,"7,061元/平",3室1厅 | 107.64平米 | 南 | 精装 | 低楼层(共18层) | 板楼,0人关注 / 25天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
东立国际 朝南精装修大一房 明厨明卫 老证,东立国际,二七,74,"15,749元/平",1室1厅 | 46.99平米 | 南 | 精装 | 低楼层(共18层) | 塔楼,5人关注 / 31天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
三和剑桥城 电梯2两房 业主急卖,三和剑桥城,蔡甸城区,55,"6,662元/平",2室2厅 | 82.57平米 | 南 | 其他 | 中楼层(共33层) | 板楼,0人关注 / 21天以前发布,近地铁,房本满两年,NA,NA,NA,2024-01-31
不邻三环/湖景中层/纯边户/业主要深圳买房急售,天祥尚府,三环南,210,"16,999元/平",4室2厅 | 123.54平米 | 南 北 | 毛坯 | 中楼层(共34层) | 塔楼,0人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
解放大道 轻轨沿线正规小三房 老证后期费用低,幸福湾星澜,堤角,115,"12,176元/平",3室2厅 | 94.45平米 | 南 | 其他 | 低楼层(共33层) | 板楼,0人关注 / 6天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
长春小区(江汉) 2室2厅 南 北,长春小区(江汉),长港路,138,"13,387元/平",2室2厅 | 103.09平米 | 南 北 | 简装 | 低楼层(共8层) | 板楼,0人关注 / 5天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
聚豪华庭 1室0厅 南,聚豪华庭,武昌火车站,19,"15,511元/平",1室0厅 | 12.25平米 | 南 | 简装 | 中楼层(共27层) | 塔楼,0人关注 / 8天以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
此房满两年 ，户型方正，采光好！中高楼层 精装修,保利清能西海岸南区,藏龙岛,126,"11,516元/平",3室2厅 | 109.42平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
前排老证 满五唯一 中高楼 环保装修,电建地产盛世江城,长港路,288,"23,189元/平",3室2厅 | 124.2平米 | 南 北 | 其他 | 中楼层(共42层) | 板楼,0人关注 / 1个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
次新小区 人车分流 无遮挡 首付15个,阳光佳苑,庙山,72,"7,118元/平",3室2厅 | 101.16平米 | 东南 西北 | 毛坯 | 低楼层(共33层) | 板塔结合,0人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
大区推荐 金典大三房 南北通透 业主急售,新长江香榭琴台,钟家村,169,"14,277元/平",3室2厅 | 118.38平米 | 南 北 | 简装 | 低楼层(共33层) | 塔楼,2人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
银泰御华园大三房 中间楼层 老证 诚心出售！！！,银泰御华园,百步亭,240,"20,184元/平",3室2厅 | 118.91平米 | 南 北 | 精装 | 中楼层(共32层) | 板楼,2人关注 / 1个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
小户型 低总价 纯毛坯 好改造 可贷款过户 产权清晰,明泽第六区,珞狮南路,51,"9,331元/平",1室1厅 | 54.66平米 | 东南 | 其他 | 低楼层(共33层) | 板楼,0人关注 / 4个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
16年次新小区 有小区环境 满五唯一,长江航运中心小区,前进江汉,170,"21,224元/平",2室2厅 | 80.1平米 | 南 | 简装 | 低楼层(共33层) | 板楼,2人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
出门就是5号线地铁口 朝南小户型 急卖,融侨华府,积玉桥,75,"14,618元/平",1室1厅 | 51.31平米 | 东北 | 简装 | 低楼层(共33层) | 塔楼,6人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
东亭地铁站，边户大三房，满五年，诚心出售,爱尚东亭,沙湖,249,"16,896元/平",3室2厅 | 147.38平米 | 南 | 简装 | 中楼层(共22层) | 板塔结合,3人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
小区环境好，交通便利，盘龙广场商圈，配套成熟,F阳光城,盘龙城,85,"6,139元/平",3室2厅 | 138.46平米 | 南 北 | 毛坯 | 中楼层(共17层) | 塔楼,0人关注 / 10天以前发布,NA,NA,NA,随时看房,NA,2024-01-31
主卧精装，房子是总层高18层的，楼层好，采光不错,水印桃源,金银湖,83,"6,074元/平",3室2厅 | 136.67平米 | 南 北 | 毛坯 | 中楼层(共18层) | 板楼,3人关注 / 1个月以前发布,NA,NA,NA,随时看房,NA,2024-01-31
麦德龙商圈，美景天城精装修三房两卫，中层老证,美景天城,盘龙城,92,"7,960元/平",4室2厅 | 115.58平米 | 南 | 精装 | 高楼层(共20层) | 板楼,0人关注 / 10天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
精装大三房，楼栋位置好，视野采光佳,胜利丰园,白沙洲,119,"11,601元/平",3室2厅 | 102.58平米 | 南 | 精装 | 低楼层(共33层) | 板楼,0人关注 / 22天以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
中国核建锦城 2室2厅 南 北,中国核建锦城,蔡甸城区,58,"7,459元/平",2室2厅 | 77.76平米 | 南 北 | 其他 | 高楼层(共11层) | 塔楼,0人关注 / 28天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
一梯两户公摊小，格局方正，视野宽阔，采光充足,听涛观海,后官湖,79,"5,850元/平",3室2厅 | 135.06平米 | 南 北 | 毛坯 | 中楼层(共5层) | 板楼,0人关注 / 7天以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
荣盛华庭 3室2厅 南 北,荣盛华庭,蔡甸城区,76,"6,599元/平",3室2厅 | 115.17平米 | 南 北 | 精装 | 低楼层(共33层) | 板楼,0人关注 / 25天以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
绿地理想城五期 精装刚需两房 诚心出,绿地国际理想城五期,光谷南,110,"14,914元/平",2室2厅 | 73.76平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
小高层精装2房，直接拎包入住、诚心出售,新华联青年城,纸坊,82,"8,765元/平",2室2厅 | 93.56平米 | 南 北 | 精装 | 中楼层(共18层) | 板楼,1人关注 / 4个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
